Geneid	GeneName	GeneType	ESC_Day0_rep1	ESC_Day0_rep2	PreNCC_Day3_rep1	PreNCC_Day3_rep2	NCC_Day5_rep1	NCC_Day5_rep2
ENSG00000142657.21	PGD	protein_coding	15161	14893	20910	16830	21036	11077
ENSG00000271989.1	ENSG00000271989	lncRNA	2	8	9	2	5	2
ENSG00000251503.8	CENPS-CORT	protein_coding	0	0	0	0	0	0
ENSG00000175279.22	CENPS	protein_coding	113	157	353	279	239	136
ENSG00000241563.4	CORT	protein_coding	2	4	9	8	10	14
ENSG00000160049.12	DFFA	protein_coding	3583	3486	3922	3982	4428	4065
ENSG00000203469.2	ENSG00000203469	lncRNA	1	0	0	0	0	0
ENSG00000142655.13	PEX14	protein_coding	956	804	1318	947	1444	918
ENSG00000287727.1	ENSG00000287727	lncRNA	0	0	0	0	0	0
ENSG00000243267.3	RN7SL614P	misc_RNA	0	0	0	1	2	0
ENSG00000130940.15	CASZ1	protein_coding	326	312	780	1275	885	755
ENSG00000272078.1	ENSG00000272078	lncRNA	1	0	2	0	1	1
ENSG00000225158.2	HSPE1P24	processed_pseudogene	0	0	0	0	0	0
ENSG00000175262.15	C1orf127	protein_coding	10	9	27	22	1	1
ENSG00000215785.2	CFL1P6	processed_pseudogene	1	1	0	1	0	1
ENSG00000120948.19	TARDBP	protein_coding	12934	14923	21281	20594	20440	12088
ENSG00000009724.18	MASP2	protein_coding	9	11	16	8	4	5
ENSG00000116649.10	SRM	protein_coding	4122	3726	6107	3510	2702	1830
ENSG00000171824.14	EXOSC10	protein_coding	4459	4428	7757	6346	7364	3638
ENSG00000226849.1	ENSG00000226849	lncRNA	4	7	8	9	16	15
ENSG00000230337.3	EXOSC10-AS1	lncRNA	34	29	59	52	26	9
ENSG00000198793.14	MTOR	protein_coding	5795	5422	6510	6896	6141	5124
ENSG00000225602.5	MTOR-AS1	lncRNA	0	0	0	0	0	0
ENSG00000253086.1	RNU6-537P	snRNA	0	0	0	0	0	0
ENSG00000171819.5	ANGPTL7	protein_coding	0	0	3	14	0	1
ENSG00000207451.1	RNU6-291P	snRNA	0	0	0	0	0	0
ENSG00000238173.1	RPL39P6	processed_pseudogene	0	0	0	0	0	0
ENSG00000120942.14	UBIAD1	protein_coding	1015	949	1245	1232	1045	728
ENSG00000238199.1	UBE2V2P3	processed_pseudogene	0	1	0	2	0	0
ENSG00000284646.1	ENSG00000284646	lncRNA	0	0	0	0	0	0
ENSG00000224338.2	MTCYBP45	processed_pseudogene	0	0	0	0	0	0
ENSG00000204624.8	DISP3	protein_coding	218	195	825	636	496	301
ENSG00000285833.1	ENSG00000285833	lncRNA	0	0	0	0	0	0
ENSG00000235643.2	LINC01647	lncRNA	0	0	0	1	0	1
ENSG00000284708.1	ENSG00000284708	lncRNA	0	0	0	0	0	0
ENSG00000116661.11	FBXO2	protein_coding	1520	1454	768	190	277	272
ENSG00000132879.14	FBXO44	protein_coding	868	962	888	366	631	400
ENSG00000116670.16	MAD2L2	protein_coding	8301	6950	4644	3038	4991	2416
ENSG00000116663.11	FBXO6	protein_coding	10	12	16	14	57	52
ENSG00000162490.7	DRAXIN	protein_coding	1283	1438	5905	7213	3174	2701
ENSG00000177674.16	AGTRAP	protein_coding	2111	1623	2448	1468	2636	1313
ENSG00000215910.8	C1orf167	protein_coding	46	20	15	2	20	13
ENSG00000177553.6	C1orf167-AS1	lncRNA	0	0	0	0	0	0
ENSG00000177000.13	MTHFR	protein_coding	919	756	858	794	904	684
ENSG00000011021.23	CLCN6	protein_coding	1718	2209	3463	2665	2895	2072
ENSG00000276470.1	ENSG00000276470	misc_RNA	0	0	0	0	0	0
ENSG00000278852.1	ENSG00000278852	misc_RNA	0	0	0	0	0	0
ENSG00000175206.11	NPPA	protein_coding	0	0	0	1	0	0
ENSG00000275915.1	ENSG00000275915	misc_RNA	0	0	0	0	0	0
ENSG00000120937.9	NPPB	protein_coding	15	13	121	40	249	344
ENSG00000224904.1	SBF1P2	processed_pseudogene	0	0	0	0	0	0
ENSG00000285646.2	ENSG00000285646	lncRNA	1	1	2	3	4	4
ENSG00000199347.1	RNU5E-1	snRNA	0	0	0	0	0	0
ENSG00000201801.1	RNU5E-4P	snRNA	1	3	0	0	2	0
ENSG00000116685.16	KIAA2013	protein_coding	1839	1428	1495	1365	2455	1411
ENSG00000083444.17	PLOD1	protein_coding	2123	1941	2029	2107	3235	2162
ENSG00000287384.1	ENSG00000287384	lncRNA	0	0	0	0	1	0
ENSG00000116688.18	MFN2	protein_coding	3427	3131	4651	5268	5421	3886
ENSG00000270914.1	ENSG00000270914	processed_pseudogene	0	0	0	0	1	0
ENSG00000116691.11	MIIP	protein_coding	2116	2230	3024	2059	2934	1693
ENSG00000202461.1	Y_RNA	misc_RNA	0	0	0	0	0	0
ENSG00000276869.1	MIR6729	miRNA	1	0	0	0	0	0
ENSG00000243539.3	RN7SL649P	misc_RNA	0	0	0	0	0	0
ENSG00000120949.15	TNFRSF8	protein_coding	721	616	55	24	7	12
ENSG00000201135.1	RNU6-777P	snRNA	0	0	0	0	0	0
ENSG00000227875.2	RPL23AP89	processed_pseudogene	0	0	0	0	0	0
ENSG00000285604.1	ENSG00000285604	lncRNA	0	0	0	0	0	0
ENSG00000283789.1	MIR7846	miRNA	0	0	0	0	0	0
ENSG00000028137.19	TNFRSF1B	protein_coding	79	54	49	56	4	10
ENSG00000263676.1	MIR4632	miRNA	0	0	0	0	0	0
ENSG00000225196.2	RPL10P17	processed_pseudogene	0	0	0	0	0	0
ENSG00000252969.1	SNORA70	snoRNA	0	0	0	0	0	0
ENSG00000048707.15	VPS13D	protein_coding	1879	2568	1487	2352	1567	1600
ENSG00000239149.1	SNORA59A	snoRNA	0	0	0	0	3	3
ENSG00000229484.3	LINC02766	lncRNA	0	0	0	2	0	0
ENSG00000162496.9	DHRS3	protein_coding	1180	1112	65	253	65	115
ENSG00000221340.1	RNU6ATAC18P	snRNA	1	0	0	1	0	0
ENSG00000276830.1	MIR6730	miRNA	2	0	0	0	0	0
ENSG00000288927.2	ENSG00000288927	lncRNA	9	9	1	1	4	2
ENSG00000272482.2	ENSG00000272482	lncRNA	9	19	2	4	1	5
ENSG00000204518.3	AADACL4	protein_coding	1	0	0	0	0	0
ENSG00000226166.2	ENSG00000226166	processed_pseudogene	0	0	0	0	0	0
ENSG00000188984.12	AADACL3	protein_coding	14	19	0	0	2	0
ENSG00000157330.10	CFAP107	protein_coding	1	1	0	0	0	2
ENSG00000116726.5	PRAMEF12	protein_coding	0	0	1	0	0	0
ENSG00000116721.9	PRAMEF1	protein_coding	0	0	0	0	0	0
ENSG00000228338.1	LINC01784	lncRNA	0	0	0	0	0	0
ENSG00000239810.3	PRAMEF11	protein_coding	0	0	0	0	0	0
ENSG00000231103.2	PRAMEF30P	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000179172.10	HNRNPCL1	protein_coding	0	0	0	3	1	1
ENSG00000120952.4	PRAMEF2	protein_coding	1	0	0	0	0	0
ENSG00000243073.4	PRAMEF4	protein_coding	0	0	0	0	0	0
ENSG00000187545.5	PRAMEF10	protein_coding	0	0	0	0	0	0
ENSG00000204510.6	PRAMEF7	protein_coding	0	0	0	0	0	0
ENSG00000207434.1	RNU6-1072P	snRNA	0	0	0	0	0	0
ENSG00000234064.1	PRAMEF29P	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000232423.6	PRAMEF6	protein_coding	0	0	0	0	0	0
ENSG00000274178.2	PRAMEF28P	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000274764.6	PRAMEF27	protein_coding	0	0	0	0	0	0
ENSG00000277058.3	HNRNPCL3	protein_coding	0	0	0	0	0	0
ENSG00000229571.7	PRAMEF25	protein_coding	0	0	0	0	0	0
ENSG00000277862.1	PRAMEF34P	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000236179.1	PRAMEF35P	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000275774.3	HNRNPCL2	protein_coding	0	1	0	0	0	1
ENSG00000229978.1	PRAMEF36P	transcribed_unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000233336.1	ENSG00000233336	lncRNA	0	0	0	0	0	0
ENSG00000280267.6	PRAMEF26	protein_coding	0	0	0	0	0	0
ENSG00000179412.11	HNRNPCL4	protein_coding	0	0	1	0	0	0
ENSG00000204505.5	PRAMEF9	protein_coding	0	0	0	0	0	0
ENSG00000279169.3	PRAMEF13	protein_coding	0	0	0	0	0	0
ENSG00000279804.3	PRAMEF18	protein_coding	0	0	0	0	0	0
ENSG00000250894.1	PRAMEF31P	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000270601.5	PRAMEF5	protein_coding	0	0	0	0	0	0
ENSG00000231219.1	PRAMEF32P	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000207511.1	RNU6-771P	snRNA	0	0	0	0	0	0
ENSG00000182330.11	PRAMEF8	protein_coding	0	0	0	0	0	0
ENSG00000237700.2	PRAMEF33	protein_coding	0	0	0	0	0	0
ENSG00000204501.7	PRAMEF15	protein_coding	0	0	0	0	0	0
ENSG00000228229.2	ENSG00000228229	lncRNA	0	0	0	0	0	0
ENSG00000204481.8	PRAMEF14	protein_coding	0	0	0	0	0	0
ENSG00000204480.9	PRAMEF19	protein_coding	0	0	0	0	0	0
ENSG00000204479.4	PRAMEF17	protein_coding	0	0	0	0	0	0
ENSG00000204478.11	PRAMEF20	protein_coding	0	0	0	0	0	0
ENSG00000162494.6	LRRC38	protein_coding	20	18	3	1	0	0
ENSG00000259961.1	ENSG00000259961	lncRNA	0	0	0	0	0	0
ENSG00000215909.3	BRWD1P1	processed_pseudogene	0	0	0	0	0	0
ENSG00000162493.17	PDPN	protein_coding	6116	6266	2338	4996	1017	1149
ENSG00000222952.1	RNA5SP41	rRNA_pseudogene	0	0	0	0	0	0
ENSG00000237445.2	ENSG00000237445	lncRNA	0	0	0	0	0	0
ENSG00000253085.1	ENSG00000253085	scaRNA	0	0	0	0	0	0
ENSG00000116731.23	PRDM2	protein_coding	1527	1440	2460	3546	3597	2708
ENSG00000289380.1	ENSG00000289380	lncRNA	2	0	2	3	1	5
ENSG00000189337.17	KAZN	protein_coding	607	545	1080	1591	1852	1374
ENSG00000252151.1	RNU6-1265P	snRNA	0	0	0	0	0	0
ENSG00000231606.2	ENSG00000231606	lncRNA	0	0	0	0	0	0
ENSG00000234593.3	KAZN-AS1	lncRNA	0	0	0	19	1	0
ENSG00000235829.1	TBCAP2	processed_pseudogene	0	0	1	1	0	0
ENSG00000287756.1	ENSG00000287756	lncRNA	0	0	0	0	0	0
ENSG00000175147.13	TMEM51-AS1	lncRNA	59	42	33	19	29	29
ENSG00000171729.14	TMEM51	protein_coding	420	394	566	417	486	300
ENSG00000204464.7	TMEM51-AS2	lncRNA	1	1	0	0	2	2
ENSG00000215720.4	MFFP1	processed_pseudogene	0	0	0	0	0	0
ENSG00000278480.1	ZBTB2P1	processed_pseudogene	2	1	0	1	0	1
ENSG00000142621.21	FHAD1	protein_coding	39	44	157	124	297	171
ENSG00000233485.1	FHAD1-AS1	lncRNA	0	0	2	0	0	0
ENSG00000236045.1	ENSG00000236045	lncRNA	1	0	0	0	0	0
ENSG00000228140.2	EFHD2-AS1	lncRNA	5	5	0	2	17	6
ENSG00000142634.13	EFHD2	protein_coding	1039	963	1645	1075	1245	934
ENSG00000162438.12	CTRC	protein_coding	1	0	2	2	2	1
ENSG00000142615.8	CELA2A	protein_coding	0	0	0	0	0	0
ENSG00000215704.10	CELA2B	protein_coding	0	0	0	0	0	1
ENSG00000132906.18	CASP9	protein_coding	878	786	750	616	869	583
ENSG00000116138.13	DNAJC16	protein_coding	1162	1212	1432	1617	1805	1520
ENSG00000251866.1	SCARNA21B	scaRNA	0	0	0	0	0	0
ENSG00000272510.1	ENSG00000272510	lncRNA	2	5	0	0	0	2
ENSG00000116771.6	AGMAT	protein_coding	216	271	122	83	45	40
ENSG00000237301.1	ENSG00000237301	lncRNA	1	0	6	4	17	4
ENSG00000235084.3	CHCHD2P6	processed_pseudogene	8	10	5	9	9	5
ENSG00000252417.1	RNU7-179P	snRNA	0	0	0	0	0	0
ENSG00000236500.1	CD24P1	processed_pseudogene	0	0	0	0	0	0
ENSG00000197312.12	DDI2	protein_coding	2804	2811	3544	3796	3237	2981
ENSG00000215695.2	RSC1A1	protein_coding	1	1	1	1	1	1
ENSG00000271742.1	ENSG00000271742	lncRNA	0	1	0	1	0	0
ENSG00000116786.13	PLEKHM2	protein_coding	2267	2006	2437	2240	2957	2104
ENSG00000237938.5	ENSG00000237938	lncRNA	0	0	0	0	0	0
ENSG00000162461.8	SLC25A34	protein_coding	18	18	30	18	25	24
ENSG00000224459.2	SLC25A34-AS1	lncRNA	0	0	0	0	0	0
ENSG00000162460.7	TMEM82	protein_coding	50	61	11	8	0	1
ENSG00000162458.13	FBLIM1	protein_coding	3087	1816	1631	1354	693	537
ENSG00000224321.1	RPL12P14	processed_pseudogene	0	1	1	3	0	0
ENSG00000233954.7	UQCRHL	protein_coding	430	567	714	420	752	292
ENSG00000178715.8	ENSG00000178715	processed_pseudogene	0	3	3	6	2	4
ENSG00000179743.4	SPEN-AS1	lncRNA	164	152	304	208	603	269
ENSG00000065526.12	SPEN	protein_coding	3217	3492	6484	7238	6107	6092
ENSG00000270620.1	ENSG00000270620	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000116809.12	ZBTB17	protein_coding	711	659	976	845	1531	823
ENSG00000234607.2	ENSG00000234607	processed_pseudogene	0	0	0	0	0	0
ENSG00000231353.1	ENSG00000231353	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000275503.1	ENSG00000275503	processed_pseudogene	0	0	0	0	0	0
ENSG00000224966.4	TBC1D3P6	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000183888.4	SRARP	protein_coding	0	0	0	2	0	2
ENSG00000233078.1	ENSG00000233078	lncRNA	0	0	0	0	0	0
ENSG00000173641.18	HSPB7	protein_coding	2	0	0	1	0	2
ENSG00000186510.12	CLCNKA	protein_coding	29	24	5	6	0	1
ENSG00000232456.1	ENSG00000232456	unprocessed_pseudogene	3	0	8	2	4	5
ENSG00000184908.20	CLCNKB	protein_coding	60	66	27	29	42	44
ENSG00000185519.9	FAM131C	protein_coding	24	9	105	45	40	39
ENSG00000142627.13	EPHA2	protein_coding	1629	1299	2709	3023	3188	4170
ENSG00000227959.2	EPHA2-AS1	lncRNA	2	2	1	3	6	1
ENSG00000224621.1	ENSG00000224621	lncRNA	1	0	1	2	1	0
ENSG00000234166.1	ARHGEF19-AS1	lncRNA	0	0	0	0	0	0
ENSG00000142632.17	ARHGEF19	protein_coding	2131	2137	1452	1286	647	360
ENSG00000237276.9	ANO7L1	transcribed_unprocessed_pseudogene	8	7	6	3	4	1
ENSG00000288398.1	ENSG00000288398	lncRNA	65	48	208	178	205	131
ENSG00000132881.12	CPLANE2	protein_coding	43	42	91	106	122	90
ENSG00000233929.1	MT1XP1	processed_pseudogene	1	11	3	0	2	4
ENSG00000037637.11	FBXO42	protein_coding	1229	1379	2391	1933	2097	1362
ENSG00000055070.17	SZRD1	protein_coding	5504	4593	7251	7127	8249	5933
ENSG00000226457.1	RPL22P3	processed_pseudogene	0	3	0	4	1	1
ENSG00000187144.11	SPATA21	protein_coding	4	3	1	2	2	5
ENSG00000157191.20	NECAP2	protein_coding	1049	1016	2096	1897	2311	1349
ENSG00000226029.1	LINC01772	lncRNA	5	7	4	18	11	8
ENSG00000080947.15	CROCCP3	transcribed_unprocessed_pseudogene	255	331	560	549	768	623
ENSG00000206652.1	RNU1-1	snRNA	0	0	0	0	0	0
ENSG00000261135.1	ENSG00000261135	lncRNA	0	5	5	4	18	4
ENSG00000285853.1	ENSG00000285853	lncRNA	0	0	1	0	0	0
ENSG00000224174.2	ENSG00000224174	lncRNA	0	0	0	0	0	0
ENSG00000233421.5	LINC01783	lncRNA	1	0	3	0	5	4
ENSG00000277344.1	RNU1-6P	snRNA	0	0	0	0	0	0
ENSG00000225710.1	PDE4DIPP8	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000219481.11	NBPF1	protein_coding	396	515	1641	1315	2129	1121
ENSG00000271732.1	ENSG00000271732	lncRNA	0	0	1	0	1	0
ENSG00000215908.11	CROCCP2	transcribed_unprocessed_pseudogene	938	913	1697	1309	2016	1391
ENSG00000283773.1	ENSG00000283773	transcribed_unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000186301.8	MST1P2	unprocessed_pseudogene	26	27	43	30	48	24
ENSG00000282143.1	ENSG00000282143	lncRNA	0	0	0	0	0	0
ENSG00000207513.1	RNU1-3	snRNA	0	0	0	0	0	0
ENSG00000280114.1	ENSG00000280114	unprocessed_pseudogene	2	0	1	1	0	0
ENSG00000236698.1	EIF1AXP1	processed_pseudogene	7	19	18	20	19	14
ENSG00000268869.6	ESPNP	transcribed_unprocessed_pseudogene	13	3	2	3	3	4
ENSG00000279151.1	ENSG00000279151	lncRNA	0	0	0	0	0	0
ENSG00000282740.1	ENSG00000282740	lncRNA	0	0	0	0	0	0
ENSG00000058453.17	CROCC	protein_coding	2261	2370	4008	2693	3242	2887
ENSG00000227684.2	CROCCP4	transcribed_unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000207389.1	RNU1-4	snRNA	0	0	0	0	0	0
ENSG00000186715.11	MST1L	transcribed_unprocessed_pseudogene	47	44	60	21	45	17
ENSG00000223643.6	ENSG00000223643	lncRNA	0	0	0	0	0	1
ENSG00000230239.1	PDE4DIPP9	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000263811.1	MIR3675	miRNA	0	0	0	0	0	0
ENSG00000228549.5	ENSG00000228549	lncRNA	5	3	4	4	11	3
ENSG00000277234.1	RNU1-5P	snRNA	0	0	0	0	0	0
ENSG00000238142.4	ENSG00000238142	lncRNA	174	137	174	88	256	117
ENSG00000235241.1	ENSG00000235241	processed_pseudogene	0	0	0	0	0	1
ENSG00000207005.1	RNU1-2	snRNA	0	1	0	0	0	0
ENSG00000272426.1	ENSG00000272426	lncRNA	1	3	3	1	6	1
ENSG00000290122.1	ENSG00000290122	lncRNA	0	1	0	2	1	0
ENSG00000117122.14	MFAP2	protein_coding	2533	2211	3655	2358	3996	2067
ENSG00000286898.1	ENSG00000286898	lncRNA	1	1	0	1	0	0
ENSG00000226526.1	ENSG00000226526	lncRNA	0	0	0	0	1	0
ENSG00000159363.19	ATP13A2	protein_coding	2925	2598	2070	1776	1855	1343
ENSG00000288636.1	ENSG00000288636	protein_coding	0	0	0	0	0	0
ENSG00000117118.10	SDHB	protein_coding	2529	2451	2024	1723	2382	1107
ENSG00000117115.13	PADI2	protein_coding	457	421	172	127	92	149
ENSG00000204362.6	LINC02783	lncRNA	2	0	1	0	0	1
ENSG00000282843.1	ENSG00000282843	lncRNA	0	0	0	0	0	0
ENSG00000142623.11	PADI1	protein_coding	31	13	22	15	12	14
ENSG00000142619.4	PADI3	protein_coding	61	55	13	14	20	25
ENSG00000266634.1	MIR3972	miRNA	1	1	0	0	0	0
ENSG00000159339.13	PADI4	protein_coding	7	9	4	0	3	1
ENSG00000276747.1	PADI6	protein_coding	0	0	0	0	0	0
ENSG00000227751.1	RCC2-AS1	lncRNA	0	0	0	0	0	0
ENSG00000179051.14	RCC2	protein_coding	22236	20130	18331	18644	13321	12960
ENSG00000290096.1	ENSG00000290096	lncRNA	6	4	10	8	5	9
ENSG00000074964.17	ARHGEF10L	protein_coding	1955	1829	1146	1114	1180	811
ENSG00000236648.2	LINC02810	lncRNA	0	0	0	1	0	0
ENSG00000117148.8	ACTL8	protein_coding	21	19	38	32	7	2
ENSG00000284653.1	ENSG00000284653	lncRNA	0	0	0	0	0	0
ENSG00000261781.1	LINC01654	lncRNA	0	0	0	0	0	0
ENSG00000117154.12	IGSF21	protein_coding	786	405	449	87	555	352
ENSG00000280222.1	ENSG00000280222	TEC	7	6	3	1	3	1
ENSG00000230035.2	IGSF21-AS1	lncRNA	0	0	0	0	0	0
ENSG00000225387.1	ENSG00000225387	lncRNA	8	1	0	1	0	0
ENSG00000179023.9	KLHDC7A	protein_coding	1943	1618	132	115	39	54
ENSG00000235282.3	DYNLL1P3	processed_pseudogene	0	0	0	0	0	0
ENSG00000225478.2	ENSG00000225478	processed_pseudogene	0	0	0	0	0	0
ENSG00000009709.12	PAX7	protein_coding	10	7	193	100	2712	1934
ENSG00000179002.6	TAS1R2	protein_coding	0	0	0	0	0	2
ENSG00000159423.17	ALDH4A1	protein_coding	1927	1926	2344	1963	1652	1084
ENSG00000265606.1	MIR4695	miRNA	0	0	0	0	0	0
ENSG00000221662.1	MIR1290	miRNA	0	0	0	1	0	0
ENSG00000169991.11	IFFO2	protein_coding	550	472	298	1334	484	725
ENSG00000272084.1	ENSG00000272084	lncRNA	14	23	49	23	20	20
ENSG00000127481.15	UBR4	protein_coding	10870	12435	9733	14709	10561	10512
ENSG00000230424.3	EMC1-AS1	lncRNA	22	16	38	31	70	40
ENSG00000127463.16	EMC1	protein_coding	2207	2196	2992	3165	3490	2893
ENSG00000053372.5	MRTO4	protein_coding	2441	2244	3453	3285	2399	1444
ENSG00000286064.1	ENSG00000286064	unprocessed_pseudogene	1	0	0	0	1	1
ENSG00000211454.16	AKR7L	protein_coding	23	23	96	56	63	49
ENSG00000162482.5	AKR7A3	protein_coding	22	20	56	59	46	39
ENSG00000270728.1	ENSG00000270728	processed_pseudogene	0	0	0	1	0	0
ENSG00000053371.13	AKR7A2	protein_coding	1075	979	1788	1685	2788	1244
ENSG00000200403.1	RNU6-1099P	snRNA	3	2	3	8	2	3
ENSG00000040487.13	SLC66A1	protein_coding	532	405	724	642	876	476
ENSG00000077549.19	CAPZB	protein_coding	11833	10938	11644	7984	11095	6499
ENSG00000240490.3	RN7SL277P	misc_RNA	0	0	0	0	0	0
ENSG00000173436.15	MICOS10	protein_coding	369	454	587	423	681	306
ENSG00000201609.1	RNU4-28P	snRNA	0	0	0	0	0	0
ENSG00000235185.1	MICOS10-DT	lncRNA	0	0	0	0	0	0
ENSG00000158747.15	NBL1	protein_coding	172	145	284	140	240	170
ENSG00000270136.6	MICOS10-NBL1	protein_coding	0	0	0	0	0	0
ENSG00000226396.1	ENSG00000226396	processed_pseudogene	27	17	29	109	39	62
ENSG00000158748.4	HTR6	protein_coding	57	26	26	12	2	2
ENSG00000162542.14	TMCO4	protein_coding	165	105	12	12	5	14
ENSG00000178828.7	RNF186	protein_coding	0	1	0	0	0	0
ENSG00000235434.1	RNF186-AS1	lncRNA	0	0	0	0	0	0
ENSG00000169914.6	OTUD3	protein_coding	1416	1403	2201	2665	3417	2886
ENSG00000188784.4	PLA2G2E	protein_coding	0	0	0	0	0	0
ENSG00000242688.3	RN7SL304P	misc_RNA	0	0	0	0	0	0
ENSG00000188257.12	PLA2G2A	protein_coding	12	17	36	5	3	5
ENSG00000127472.11	PLA2G5	protein_coding	0	1	1	0	0	0
ENSG00000117215.15	PLA2G2D	protein_coding	0	0	0	0	0	0
ENSG00000158786.5	PLA2G2F	protein_coding	0	0	0	1	0	0
ENSG00000227066.2	ENSG00000227066	lncRNA	0	0	0	0	0	0
ENSG00000187980.7	PLA2G2C	protein_coding	5	0	3	2	5	0
ENSG00000162543.6	UBXN10	protein_coding	61	47	79	100	51	34
ENSG00000228105.2	LINC01757	lncRNA	0	0	0	0	0	0
ENSG00000284710.1	ENSG00000284710	lncRNA	0	0	0	0	0	0
ENSG00000158816.16	VWA5B1	protein_coding	46	37	75	69	27	15
ENSG00000226664.1	ENSG00000226664	lncRNA	0	0	0	0	0	0
ENSG00000236963.9	LINC01141	lncRNA	0	0	2	2	0	0
ENSG00000226487.1	ENSG00000226487	lncRNA	0	0	0	0	0	0
ENSG00000284641.1	ENSG00000284641	lncRNA	0	0	0	0	0	0
ENSG00000284743.1	ENSG00000284743	lncRNA	0	0	0	0	0	0
ENSG00000162545.6	CAMK2N1	protein_coding	393	327	854	1218	1272	682
ENSG00000289402.2	ENSG00000289402	lncRNA	10	17	8	13	17	3
ENSG00000090432.7	MUL1	protein_coding	913	808	1181	1240	1328	784
ENSG00000215520.3	RPS4XP4	processed_pseudogene	0	0	0	0	0	0
ENSG00000183114.8	FAM43B	protein_coding	53	51	31	42	38	28
ENSG00000158825.6	CDA	protein_coding	129	115	265	89	35	31
ENSG00000158828.8	PINK1	protein_coding	813	661	672	738	934	655
ENSG00000284005.1	MIR6084	miRNA	0	0	0	0	0	0
ENSG00000117242.7	PINK1-AS	lncRNA	153	153	220	305	230	224
ENSG00000244038.11	DDOST	protein_coding	10803	10140	11016	8146	12925	6973
ENSG00000117245.13	KIF17	protein_coding	440	329	726	593	573	368
ENSG00000235432.1	ENSG00000235432	unprocessed_pseudogene	0	0	1	0	0	0
ENSG00000189410.12	SH2D5	protein_coding	706	662	1541	894	589	389
ENSG00000233069.1	ENSG00000233069	lncRNA	1	0	0	0	0	0
ENSG00000127483.19	HP1BP3	protein_coding	5006	5989	10829	9416	15034	10431
ENSG00000075151.24	EIF4G3	protein_coding	5552	6188	8367	7458	8122	5672
ENSG00000251914.1	RNU7-200P	snRNA	0	0	0	0	0	0
ENSG00000221808.1	MIR1256	miRNA	0	0	0	0	0	0
ENSG00000233072.1	RPS15AP6	processed_pseudogene	0	1	1	1	0	3
ENSG00000236073.2	ENSG00000236073	processed_pseudogene	0	0	0	0	0	0
ENSG00000235112.1	HSPE1P27	processed_pseudogene	0	0	0	0	0	0
ENSG00000287192.1	ENSG00000287192	lncRNA	3	2	2	1	4	5
ENSG00000117298.16	ECE1	protein_coding	2495	1932	3517	3651	3311	2700
ENSG00000236936.1	ENSG00000236936	lncRNA	0	0	0	0	0	0
ENSG00000231105.2	ECE1-AS1	lncRNA	9	2	5	6	7	6
ENSG00000236216.5	PPP1R11P1	processed_pseudogene	0	1	0	0	0	1
ENSG00000228823.1	PDE4DIPP10	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000236009.1	ENSG00000236009	lncRNA	0	0	0	0	0	0
ENSG00000227001.3	NBPF2P	unprocessed_pseudogene	13	17	22	14	26	13
ENSG00000187952.9	HS6ST1P1	processed_pseudogene	0	0	1	1	0	0
ENSG00000186543.7	CROCCP5	unprocessed_pseudogene	3	2	2	0	1	0
ENSG00000142794.19	NBPF3	protein_coding	165	146	205	204	269	146
ENSG00000176378.8	PFN1P10	processed_pseudogene	0	0	0	0	0	0
ENSG00000162551.14	ALPL	protein_coding	10418	8736	22214	14686	8849	5323
ENSG00000289715.1	ENSG00000289715	protein_coding	0	0	0	0	0	0
ENSG00000233431.1	LINC02596	lncRNA	1	0	2	2	0	1
ENSG00000076864.21	RAP1GAP	protein_coding	530	419	735	595	382	238
ENSG00000090686.16	USP48	protein_coding	4700	5054	3892	3294	4382	2764
ENSG00000231978.2	ENSG00000231978	processed_pseudogene	0	0	0	0	0	0
ENSG00000187942.12	LDLRAD2	protein_coding	29	28	57	17	39	36
ENSG00000142798.20	HSPG2	protein_coding	6605	5105	5586	5483	5618	8337
ENSG00000232037.3	ENSG00000232037	processed_pseudogene	1	2	1	3	2	2
ENSG00000283234.1	ENSG00000283234	transcribed_unitary_pseudogene	0	0	0	0	0	0
ENSG00000219073.8	CELA3B	protein_coding	0	0	0	0	0	0
ENSG00000285959.1	ENSG00000285959	lncRNA	0	0	0	0	0	0
ENSG00000273610.1	RN7SL386P	misc_RNA	0	0	0	0	0	0
ENSG00000201919.1	RNU6-1022P	snRNA	0	0	0	0	0	0
ENSG00000142789.20	CELA3A	protein_coding	0	0	0	0	0	0
ENSG00000278124.1	RN7SL186P	misc_RNA	0	0	0	0	0	0
ENSG00000201273.1	RNU6-776P	snRNA	0	0	0	0	0	0
